,word,freq,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9
2419,meteorologist,1,Meteorologist,NWS_meteorologist,meterologist,forecaster,weather_forecaster,Chief_Meteorologist,Meterologist,Accuweather_meteorologist,NWS_Meteorologist,
2420,frenzy,2,frenzies,mania,hysteria,frenzied,feeding_frenzy,fervor,bedlam,buzz,pandemonium,
2421,robbing,7,robbed,rob,stealing,burglarizing,robbery,robs,armed_robbery,Robbing,robberies,
2422,brown,44,brownish,reddish_brown,reddish,white,greenish_brown,brownish_color,gray,brownish_gray,hillside_cascaded,
2423,retouch,1,retouching,photo_retouching,retouched,unsharp_mask,rotate_resize,resize,retouch_photos,Photoshop,Retouching,
2424,player,1,players,playmaker,Player,prolific_scorer,athlete,scorer,footballer,palyer,ballplayer,
2425,pursue,1,pursuing,persue,pursued,pursing,aggressively_pursue,pursues,vigorously_pursue,puruse,Pursuing,
2426,setup,4,setups,Setup,configuration,Upton_alleged_Botoxing,rebut_whispered,configs,JOHN_DARBY,decompressor,layout,
2427,worn,4,wear,wore,wears,wearing,Worn,pointy_toed_shoes,kirpans_ceremonial_daggers,ill_fitting,Colorful_lapel_ribbons,
2428,spec,1,specification,specs,specifications,spec'd,WRX_STi,chassis,RS3,specced,speccing,
2429,mp,1,Mp,ds,dpa_cb,Wayang_Wayang,pam,clarke,raymond,thompson,jimbo,
2430,tethered,3,tether,chained,tethers,fastened,untethered,attached,Tethered,unhooked,unchain,
2431,root,1,dried_echinacea,Rooting,anthropological_viewpoint,roots,rooted,God_Misaci,root_causes,softwood_cuttings,yellowing_foliage,
2432,quiver,1,quivers,Cupid_bow,nock,unsheathe,quivering,tremble,uncurl,spears_bows,nocked,
2433,orion,1,kuin,och_r,med_og,chk,tellus,pratique,denna,iva,ei_ole,
2434,woman,7,man,girl,teenage_girl,teenager,lady,teenaged_girl,mother,policewoman,boy,
2435,preferably,9,Preferably,ideally,Ideally,preferrably,ie,Arrange,Must,Suitable,Successful_applicants,
2436,mouse,1,Logitech_MX_Revolution,Razer_Mamba,mice,cordless_laser,VX_Nano,Logitech_MX###,keyboard_arrow_keys,Logitech_G9x,NOTE_TO_READERS_Hovering,
2437,topographical,1,topography,topographic,geomorphological,geomorphic,planimetric,landform,Aerial_photography,bathymetry,topographic_map,
2438,silent,4,mute,silence,conspicuously_silent,strangely_silent,hushed,quiet,mute_spectators,silently,sullen_silence,
2439,adjacent,5,adjoining,adjoins,abutting,Adjacent,adjoin,abuts,adjoined,Adjoining,nearby,
2440,photomontage,54,collage,photomontages,photograph,photographs,collages,photograms,digitally_manipulated,portait,Eugne_Atget,
2441,gaming,1,Gaming,gambling,casino,poker,casinos,casino_gambling,videogaming,slot_machine,slot_machines,
2442,pinhole,202,pinhole_camera,pinholes,enlarger,convex_lens,aperture,camera_viewfinder,viewfinder,lens,camera_lens,
2443,diagram,1,diagrams,schematic_diagram,graph,schematic,wiring_diagram,Diagram,flowchart,Figure_2a,diagramed,
2444,jumping,4,jump,leaping,jumps,jumped,climbing,Jumping,leapt,hopping,leaped,
2445,destined,1,fated,Destined,primed,poised,doomed,destine,bound,predestined,consigned,
2446,waterfront,5,riverfront,harborfront,bayfront,marina,Waterfront,harbourfront,waterfronts,lakefront,waterside,
2447,despair,1,hopelessness,utter_despair,despondency,desolation,utter_hopelessness,anguish,dispair,sorrow,sadness,
2448,appreciate,10,appreciates,appreciated,appreciative,admire,sincerely_appreciate,understand,grateful,Appreciate,appreciating,
2449,waited,27,waited_patiently,waiting,wait,waiting_patiently,patiently_waited,anxiously_waited,patiently_waiting,waited_anxiously,waits,
2450,goodbye,3,goodbyes,farewells,farewell,fond_farewell,bid_farewell,adios,hello,goodnight,tearful_goodbye,
2451,nonsensical,1,absurd,ludicrous,inane,ridiculous,asinine,illogical,idiotic,laughable,preposterous,
2452,thirty,3,twenty,forty,fifteen,sixty,seventy,fourteen,eighteen,ten,eighty,
2453,feedback,3,Feedback,input,comments_editor@petroleumworld.com,feeback,feedbacks,responses,Bob_Katzen_welcomes,reviews,Colt_carbine,
2454,office,1,offices,ofice,Office,offi_ce,offfice,desk,Offices,office.The,headquarters,
2455,amplifying,6,amplify,amplified,amplifies,magnifying,muting,modulating,magnify,attuning,diffusing,
2456,greyness,1,drabness,grayness,drear,mistiness,sunniness,plainness,dourness,windiness,dreariness,
2457,stoicism,1,stoic,stoical,innate_decency,sternness,sang_froid,humility,steeliness,aloofness,geniality,
2458,finest,3,classiest,best,greatest,loveliest,purest,freshest,nicest,funkiest,peerless,
2459,budding,1,Budding,aspiring,blossoming,fledgling,blossom,BUDDING,Aspiring,nurture,wannabe,
2460,replicating,2,replicate,duplicating,recreating,emulating,replicates,mimicking,replicated,Replicating,reproducing,
2461,admirably,2,capably,ably,magnificently,splendidly,impressively,superbly,brilliantly,excellently,commendably,
2462,edits,27,editing,edit,edited,proofreads,Edits,editor,Missing_Manuals,republishes,uploads,
2463,hidden,2,concealed,hiding,hid,hide,cleverly_concealed,hides,Hiding,conceals,camouflaged,
2464,nanny,1,nannies,babysitter,housekeeper,au_pair,nanny_boo_boo,baby_sitter,mess_Valentina_Chupina,Nanny,Amelia_Adriana_Barraza,
2465,harmony,3,harmonious,harmoniously,amity,peaceful_coexistence,unity,tranquility,oneness,harmonious_coexistence,communal_harmony,
2466,versus,10,vs.,verus,compared,vs,Vs,against,Compared,-#.#_mg_dL,Adrian_Guelke_professor,
2467,tourist,1,tourists,tourism,Tourist,tourist_destinations,tourist_destination,touristic,tourist_attractions,visitor,eco_tourism,
2468,disturb,5,disturbs,disrupt,interfere,disturbed,endanger,perturb,obstruct,impede,interrupt,
2469,clogging,1,clog,clogged,clogs,congesting,cluttering,Clogged,gumming,Unclogging,congests,
2470,velcro,1,Velcro,Velcro_strap,elastic_strap,elastic_straps,adjustable_straps,velcro_strap,Velcro_strips,adjustable_strap,carabineer,
2471,downright,1,Downright,tad,laughably,frightfully,terribly,ridiculously,utterly,mind_numbingly,awfully,
2472,bank,1,banks,banking,Bank,lender,banker,depositors,mortgage_lender,depositor,BofA,
2473,indeed,20,surely,indisputably,nevertheless,unquestionably,nonetheless,certainly,undeniably,truly,indubitably,
2474,curator,1,museum_curator,Curator,adjunct_curator,Associate_Curator,Assistant_Curator,Museum_Curator,curators,curator_emeritus,preparator,
2475,oversaturate,2,saturate,oversaturation,oversaturating,oversaturated,suck,pushy_salesperson,finite_lifespan,cannibalize,Leg_warmers,
2476,leaned,2,leans,Leaning,leaning,stared,leant,glanced,gestured,motioned,smiled,
2477,heaved,1,heave,flung,threw,lofted,sprinted,tossed,scampered,lobbed,scooted,
2478,calmly,2,coolly,Calmly,calmy,cooly,nonchalantly,patiently,softly,confidently,deftly,
2479,certifiably,3,downright,certifiable,howlingly,transcendently,undeniably,Eminently,unspeakably,utterly,unquestionably,
2480,suspended,1,suspended_indefinitely,suspension,suspending,suspened,Suspended,suspend,reinstated,suspends,halted,
2481,nik,1,MOH',vitch,juh,ahk,rih,SOH',ee,YOO',BREE',
2482,train,3,trains,Train,commuter_train,locomotive,freight_train,railway,bus,Trains,rail,
2483,satellite,1,satellites,Satellite,geostationary_communications,geostationary_satellite,sattelite,NASA_GeneSat_1,Gadaf_spoke,iPSTAR_broadband,geo_stationary_satellite,
2484,joined,10,joining,joins,join,rejoined,Joining,Joined,enlisted,spearheaded,partnered,
2485,taught,13,teach,teaches,teaching,tutored,Taught,retaught,learned,PETERSBURG_Fla._Unhittable,teached,
2486,photosharing,1,Flickr_www.flickr.com,Flikr,PhotoBucket,Picplz,Flickr,Twitgoo,Flickr_Picasa,MySpaceMySpace,yFrog,
2487,forgot,33,forgetting,forgets,forget,forgotten,didn'tI,Should_auld_acquaintance,didn't,conveniently_forgot,remember,
2488,substantially,20,significantly,considerably,dramatically,materially,markedly,appreciably,drastically,measurably,vastly,
2489,dispiriting,2,depressing,demoralizing,disheartening,dismal,unsettling,sobering,dismaying,dreadful,embarrassing,
2490,primitive,4,rudimentary,prehistoric,archaic,unevolved,primative,primitively,primeval,modern,paleolithic,
2491,blinded,3,Blinded,blinding,Blowing_drifting,blind,temporarily_blinded,whose_chimpanzee_mauled,momentarily_blinded,obscured,deafened,
2492,lugged,2,lugging,toted,hefted,Lugging,schlepped,slung,hefting,trudged,lug,
2493,contend,45,argue,contending,contended,insist,argued,say,believe,allege,contends,
2494,restricted,10,Restricted,severely_restricted,restricting,restrict,limited,restricts,unrestricted,permitted,restriction,
2495,specialist,4,specialists,expert,consultant,Specialist,specializing,technician,specialized,specializes,coordinator,
2496,washed,3,wash,Washed,cleaned,soaked,swept,wiped,washes,washing,submerged,
2497,encourage,6,encourages,incentivize,promote,encouraging,Encourage,discourage,encouraged,motivate,encourge,
2498,daniel,4,anthony,jeff,thomas,brandon,eddie,tommy,joseph,robert,bryan,
2499,reader,21,readers,Reader,reviewer,viewer,Gripe_Line,LifeHacker,By_Guest_WPN,NYTBR,Readers,
2500,frequently,17,often,regularly,routinely,infrequently,occasionally,rarely,seldom,frequent,periodically,
2501,engineer,5,electrical_engineer,mechanical_engineer,Engineer,engineering,engineeer,engineers,technician,electrician,Mechanical_Engineer,
2502,forth,77,Venditte_switched,back,aerodynamic_stall_rolling,together,often_treacherous_Khumbu,system_loooked,titled_SUPPLEMENTAL_DISCLOSURE,Nephros_filings,Mitchel_glides,
2503,extensively,7,lectured_extensively,heavily,intensively,exhaustively,frequently,regularly,On2_TrueMotion_codecs,traveled_extensively,avidly,
2504,barrier,4,barriers,Barrier,psychological_barrier,fence,Barriers,hurdle,barricade,roadblocks,fences,
2505,rail,2,railway,commuter_rail,Rail,rail_freight,railroad,railways,tram,Commuter_rail,trains,
2506,threatened,5,threaten,threated,threatening,threatens,forced,threat_ened,threatend,menaced,threatned,
2507,polarize,1,alienate,inflame,marginalize,polarizes,inflame_passions,polarized,provoke,incite,enrage,
2508,techno,1,electro,electronica,minimal_techno,techno_electro,electro_funk,prog,dubstep,breakbeat,krautrock,
2509,formation,2,forming,formations,formed,Formation,Corporation_CMPC,dissolution,blood_clots_tecarfarin_ATI,creation,Forming,
2510,boosting,6,bolstering,boost,enhancing,boosted,improving,boosts,Boosting,bolster,lowering,
2511,heck,58,helluva,heckuva,hey,hell,really,yeah,gonna,dang,freakin,
2512,canterbury,2,francis,weston,williamson,armstrong,fitzgerald,holmes,benson,maurice,perth,
2513,incorporated,5,incorporate,incorporating,incorporation,reincorporated,incorporates,merged,implemented,codified,subsumed,
2514,murky,3,Tohme_financier,hazy,murkier,Murky,river_Vatter,murkiness,muddied,GRANGER_Water,muddled,
2515,backup,1,backups,Backup,goalie_Ken_Wregget,Spectra_Logic_archive,Backups,Kyle_Kuric_dunked,iMedica_replication_technology,Munich_Re_reinsurer,freshman_Markel_Starks,
2516,accent,1,accents,brogue,drawl,lilt,dialect,Jamaican_accent,cockney_accent,twang,Glaswegian_accent,
2517,massif,3,massifs,Marmolada,crag,crags,escarpments,jagged_peaks,basalt_cliffs,Beinn,alpine_peaks,
2518,synonymous,1,synonomous,byword,Synonymous,synonym,hallmark,intrinsically_linked,inextricably_linked,bywords,epitome,
2519,encouraging,5,encouraged,Encouraging,discouraging,encourage,heartening,encourages,positive,reassuring,encour_aging,
2520,notch,27,notches,Candy_Bling,rated,topnotch,PIA_JMDA,elevate,bestwebdesignagencies.com_seeks,superlative,top,
2521,restrict,2,restricting,restricts,curtail,severely_restrict,prohibit,limiting,regulate,Restricting,limit,
2522,downside,1,upside,corrective_pullback,bearish,Downside,downmove_towards,downtrend,toppish,Intraday_bias_remains,#.##-#.####,
2523,robust,27,strong,Robust,solid,buoyant,Dr._Nicholas_Macklon,vigorous,resilient,stronger,flexible,
2524,miserable,3,wretched,dreadful,horrid,dismal,woeful,pitiful,dreary,abysmal,horrible,
2525,categorize,5,classify,categorizing,categorizes,pigeonhole,Categorizing,categorized,generalize,classifying,define,
2526,immensely,31,tremendously,enormously,immeasurably,hugely,greatly,incredibly,undoubtedly,massively,extremely,
2527,mojo,2,swagger,cred,groove,luster,momentum,zing,oomph,vibe,Midas_touch,
2528,researched,12,extensively_researched,researching,studied,thoroughly_researched,explored,analyzed,researches,painstakingly_researched,documented,
2529,illustrate,15,illustrating,underscore,illustrates,underline,illustrated,illustrative,highlight,demonstrate,depict,
2530,rated,2,Rated,rating,ranked,Rating,graded,ratings,rated_Aaa,Dave_Cantrall,Ratatouille_Disney_Pixar,
2531,service,1,services,ser_vice,sevice,servce,serivce,service.The,Service,sevices,servies,
2532,undoubtedly,9,surely,doubtless,unquestionably,certainly,doubtlessly,undeniably,arguably,Undoubtedly,inevitably,
2533,approximately,11,approximately##,roughly,approx,approximate,Approximately,ofapproximately,total,estimated,Ormet_employs,
2534,boating,1,Boating,recreational_boating,boaters,boater,recreational_boaters,personal_watercraft_PWC,personal_watercraft,fishing,watercraft,
2535,listed,1,listing,Listed,Robyn_Fenty_aka,lists,yearbook_Markoff,Honein_Revolution_March,CNSX_Symbol_RXE,EDR_readout_obtained,codeshare_Flight,
2536,taniwha,1,Waitangi_Treaty,Tuwharetoa,urupa,Mokoia_Island,Tauranga_Moana,Ngati_Whatua,tangata_whenua,kuia,kaitiaki,
2537,dwell,11,dwelled,ruminate,fixate,dwells,wallow,overanalyze,mope,expound,forget,
2538,percentage,5,per_centage,percentages,percent,precentage,pecentage,proportion,%,rate,average,
2539,farming,2,dairy_farming,farm,agricultural,farms,agriculture,Farming,farmers,faming,farmer,
2540,ranging,86,ranged,Ranging,including,ranges,varying,wide_range,range,Topics_ranged,variety,
2541,growth,1,growthin,grwoth,Growth,exponential_growth,expansion,reacceleration,double_digit_growths,noninflationary,economicgrowth,
2542,enhancing,7,enhance,improving,boosting,augmenting,enhances,maximizing,strengthening,enhanced,Enhancing,
2543,scarce,1,scarcer,plentiful,abundant,scarcest,Scarce,scarcity,readily_available,becoming_scarcer,becomes_scarcer,
2544,dozen,110,dozens,handful,several,two,four,three,hundred,five,eight,
2545,injected,1,injecting,inject,injects,injection,pumped,Injecting,infused,injections,infuse,
2546,maintaining,9,Maintaining,maintain,maintaing,preserving,keeping,retaining,maintained,restoring,reestablishing,
2547,expanding,4,expand,broadening,expanded,Expanding,enlarging,rapidly_expanding,expands,expansion,diversifying,
2548,liter,1,liter_petrol,liter_diesel,#.#l,liters,#.#L,cylinder_DOHC_engine,liter_pCi_L,liter_turbocharged,liter_i_VTEC,
2549,messing,3,screwing,messed,mucking,fooling,screwed,messin,ruining,monkeying,tinkering,
2550,showed,62,showing,shown,shows,Showing,revealed,indicated,indicates,show,saw,
2551,forensic,1,forensics,Forensic,bloodstain_pattern_analysis,forensics_lab,forensic_examinations,forensic_examination,forensic_scientist,Vladimir_Gromov,ballistics,
2552,seated,3,Seated,sitting,sat,reclined,reseated,Motioning,reclining,Sitting,seated_beside,
2553,fabulous,75,wonderful,fantastic,marvelous,gorgeous,lovely,terrific,amazing,beautiful,magnificent,
2554,miranda,1,gina,cohen,reynolds,jessie,gemma,julian,jensen,joel,jta,
2555,hacking,3,hacker,hack,hacked,hackers,hackings,phone_phreaking,cyberspies,cyber,botmasters,
2556,enables,29,allows,enabling,enable,lets,empowers,helps,Enables,enabled,facilitates,
2557,minus,1,takeaway_giveaway_differential,Vern_Bressler,-##,Tony_Scheffler_demoted,-4,-3,wind_chills_dipped,-5,-2,
2558,hue,25,hues,colors,color,purple_hue,orange_hue,shades,tint,burnt_umber,coloration,
2559,modern,2,##st_century,contemporary,Modern,Murderers_Row_overwhelmed,modernity,postmodern,Twentieth_century,modernized,Lanky_brooding_Superman,
2560,mine,1,Mine,mines,coal_mine,mining,miner,coalmine,coal_mines,Nobody'll_buy,miners,
2561,ergonomics,3,ergonomic,ergonomic_design,Ergonomic,Ergonomics,ergonomically,ergonomically_designed,usability,ergonomists,Ergonomically_designed,
2562,emphasizing,5,emphasize,stressing,emphasized,emphasizes,Emphasizing,highlighting,stressed,focusing,underlining,
2563,dared,2,dare,dares,temerity,deigned,daring,deign,audacity,hesitate,refused,
2564,hood,1,bonnet,trunk_lid,hoods,fender,windshield,rear_bumper,fur_ruff,engine_compartment,radiator,
2565,strength,1,stength,resilience,strenght,Strength,strengh,weakness,strenth,resiliency,strenghth,
2566,thoroughly,5,throughly,Thoroughly,rigorously,carefully,thouroughly,comprehensively,Cyberlux_Corporation_SEC,thorougly,throroughly,
2567,responsible,2,responsibile,reponsible,accountable,responsbile,solely_responsible,liable,responsibility,blame,resposible,
2568,snot,1,boogers,shit,ass,crap,living_daylights,nutsack,poopy,crap_outta,puke,
2569,investment,7,investments,investing,Investment,invesment,investor,invest,investors,equity,investement,
2570,oriented,9,orientated,centric,geared_toward,minded,friendly,focused,BankFinancial_FSB_full,programming_OOP,geared_towards,
2571,accelerated,4,accelerating,accelerate,accelerates,slowed,rapid,acceleration,quickened,decelerated,speeded,
2572,chest,1,abdomen,torso,forehead,upper_torso,dustpan_Fritz,neck,buttocks,Mohammed_Qadus,chests,
2573,educator,6,Educator,teacher,Andrew_Fraknoi_senior,lifelong_learner,psychometrist,advocate,educators,counselor,Leonardo_Carvajal,
2574,transmit,1,transmitting,transmitted,transmits,wirelessly_transmit,encode,Transmitting,wirelessly_transmits,transmits_signals,transmitted_wirelessly,
2575,conducive,2,condusive,conducive_atmosphere,unconducive,congenial_atmosphere,congenial,hospitable,facilitate,detrimental,prerequisite,
2576,shallow,3,Kurt_Suzuki_blooped,shallower,Bengie_Molina_blooped,Jack_Hannahan_blooped,Ryan_Klesko_chopped,Dioner_Navarro_flied,Akepo_Oilfield,fisted_bloop_single,mud_boggy_shoreline,
